0.000000 0.000000 0.000000
0.024300 0.000000 0.000000
0.012150 0.021040 0.000000
-0.012150 0.021040 0.000000
-0.024300 0.000000 0.000000
-0.012150 -0.021040 0.000000
0.012150 -0.021040 0.000000
0.048600 0.042090 1.000000
0.072900 0.042090 1.000000
0.060750 0.063130 1.000000
0.036450 0.063130 1.000000
0.024300 0.042090 1.000000
0.036450 0.021040 1.000000
0.060750 0.021040 1.000000
-0.012150 0.063130 2.000000
0.012150 0.063130 2.000000
0.000000 0.084180 2.000000
-0.024300 0.084180 2.000000
-0.036450 0.063130 2.000000
-0.024300 0.042090 2.000000
0.000000 0.042090 2.000000
-0.060750 0.021040 3.000000
-0.036450 0.021040 3.000000
-0.048600 0.042090 3.000000
-0.072900 0.042090 3.000000
-0.085050 0.021040 3.000000
-0.072900 0.000000 3.000000
-0.048600 0.000000 3.000000
-0.048600 -0.042090 4.000000
-0.024300 -0.042090 4.000000
-0.036450 -0.021040 4.000000
-0.060750 -0.021040 4.000000
-0.072900 -0.042090 4.000000
-0.060750 -0.063130 4.000000
-0.036450 -0.063130 4.000000
0.012150 -0.063130 5.000000
0.036450 -0.063130 5.000000
0.024300 -0.042090 5.000000
0.000000 -0.042090 5.000000
-0.012150 -0.063130 5.000000
0.000000 -0.084180 5.000000
0.024300 -0.084180 5.000000
0.060750 -0.021040 6.000000
0.085050 -0.021040 6.000000
0.072900 0.000000 6.000000
0.048600 0.000000 6.000000
0.036450 -0.021040 6.000000
0.048600 -0.042090 6.000000
0.072900 -0.042090 6.000000
0.097200 0.084180 7.000000
0.121500 0.084180 7.000000
0.109350 0.105220 7.000000
0.085050 0.105220 7.000000
0.072900 0.084180 7.000000
0.085050 0.063130 7.000000
0.109350 0.063130 7.000000
0.036450 0.105220 8.000000
0.060750 0.105220 8.000000
0.048600 0.126270 8.000000
0.024300 0.126270 8.000000
0.012150 0.105220 8.000000
0.024300 0.084180 8.000000
0.048600 0.084180 8.000000
0.145800 0.126270 9.000000
0.170100 0.126270 9.000000
0.157950 0.147310 9.000000
0.133650 0.147310 9.000000
0.121500 0.126270 9.000000
0.133650 0.105220 9.000000
0.157950 0.105220 9.000000
0.024300 0.168360 10.000000
0.048600 0.168360 10.000000
0.036450 0.189400 10.000000
0.012150 0.189400 10.000000
0.000000 0.168360 10.000000
0.012150 0.147310 10.000000
0.036450 0.147310 10.000000
0.194400 0.168360 11.000000
0.218700 0.168360 11.000000
0.206550 0.189400 11.000000
0.182250 0.189400 11.000000
0.170100 0.168360 11.000000
0.182250 0.147310 11.000000
0.206550 0.147310 11.000000
0.012150 0.231490 12.000000
0.036450 0.231490 12.000000
0.024300 0.252530 12.000000
0.000000 0.252530 12.000000
-0.012150 0.231490 12.000000
0.000000 0.210440 12.000000
0.024300 0.210440 12.000000
0.243000 0.210440 13.000000
0.267300 0.210440 13.000000
0.255150 0.231490 13.000000
0.230850 0.231490 13.000000
0.218700 0.210440 13.000000
0.230850 0.189400 13.000000
0.255150 0.189400 13.000000
0.000000 0.294620 14.000000
